STD_YMD,WIAR_SIDO_CD,SGNG_CD,UMD_CD,TOBU_BIDVS_CD,TOBU_MEDVS_CD,PERS_CORP_CLCD,PHOLI_CLCD,TIZO_CLCD,SEX_CLCD,N10_UNIT_AGE_CLCD,HSH_LFTM_MAIN_PRE_CD,EST_INCM_SECT_CD,IFW_AREA_CD,IFW_DISTC_SECT_CD,PAYM_NOCA,SALE_AMT
20250329,26,110,0000000014,40,03,C,0,03,M,20,03,01,A10,03,3,475454
20250513,41,410,0000000012,20,03,P,1,03,M,30,01,02,A10,01,5,381904
20250411,41,410,0000000020,10,02,P,1,04,F,20,04,01,A04,02,1,404838
20250303,11,110,0000000008,20,03,C,1,01,F,50,01,03,A03,01,5,357975
20250617,11,410,0000000020,20,03,P,1,04,M,20,03,03,A09,02,1,402642
20250207,41,410,0000000013,30,01,C,0,04,M,60,04,02,A08,02,4,51724
20250314,11,260,0000000001,20,01,C,1,02,F,20,04,01,A02,03,2,385197
20250402,11,410,0000000001,40,03,P,0,02,F,50,03,01,A04,01,3,116465
20250621,11,260,0000000020,30,02,C,0,02,M,20,03,02,A06,03,2,187073
20250501,41,410,0000000008,10,02,P,0,04,M,20,01,03,A09,03,1,221071
20250421,11,260,0000000005,40,02,P,1,04,M,60,03,02,A07,03,2,328517
20250618,26,410,0000000004,20,03,P,1,04,M,20,02,02,A10,02,2,113704
20250504,41,410,0000000020,40,02,C,0,02,F,50,04,01,A01,01,1,371911
20250522,26,260,0000000014,30,02,C,1,03,M,50,02,03,A08,01,5,355257
20250626,26,110,0000000019,10,03,C,0,04,M,40,02,01,A07,03,1,326251
20250429,26,410,0000000011,20,02,C,0,02,M,30,04,02,A03,01,3,147279
20250421,41,260,0000000007,10,03,C,1,04,M,30,04,03,A02,02,4,27063
20250131,26,260,0000000010,10,03,C,0,02,M,20,03,02,A04,01,1,303869
20250110,26,110,0000000020,10,02,C,1,03,M,20,04,03,A04,01,5,21037
20250127,11,110,0000000015,40,01,P,1,04,F,10,02,03,A07,01,3,66475
20250213,11,260,0000000010,20,03,P,0,04,M,60,01,01,A04,01,4,322284
20250322,41,110,0000000006,20,03,P,0,04,M,10,04,03,A07,02,2,239392
20250513,11,260,0000000005,40,01,C,1,03,M,10,02,01,A02,01,5,467614
20250524,26,410,0000000011,30,03,P,1,01,M,40,02,02,A02,01,5,447524
20250417,26,260,0000000020,30,03,P,1,04,F,30,02,01,A10,02,4,10182
20250428,26,260,0000000002,30,02,C,1,03,F,50,03,01,A08,02,5,328581
20250308,11,110,0000000004,20,02,P,0,03,F,50,02,03,A07,01,4,101885
20250320,11,260,0000000004,10,02,P,0,04,M,10,04,03,A01,01,5,318230
20250112,11,110,0000000009,20,03,C,0,04,M,20,03,02,A03,03,3,384916
20250312,11,110,0000000006,40,03,P,1,02,M,10,01,02,A07,02,2,245876
20250405,11,260,0000000007,30,01,P,0,03,M,50,04,01,A07,03,5,481109
20250224,41,260,0000000016,40,01,P,1,02,F,20,04,02,A03,03,5,254665
20250113,26,260,0000000002,10,01,P,0,02,F,10,01,02,A05,03,2,278112
20250414,41,260,0000000007,30,01,P,0,02,F,10,03,03,A09,02,5,72786
20250505,41,410,0000000019,20,02,P,1,02,M,40,03,03,A03,03,2,12521
20250521,41,410,0000000016,10,02,P,1,01,F,20,03,01,A08,03,1,284734
20250509,26,110,0000000016,10,01,P,0,01,F,10,02,02,A08,01,1,490939
20250128,11,110,0000000016,30,03,P,0,04,F,30,01,02,A04,01,1,192047
20250618,41,110,0000000020,30,01,P,1,04,M,20,02,01,A07,02,3,197997
20250403,41,110,0000000015,20,02,C,1,04,F,40,03,02,A04,02,4,486318
20250101,41,260,0000000016,20,01,P,1,02,F,20,01,02,A10,01,5,254965
20250119,41,260,0000000015,30,02,P,0,04,M,10,03,01,A08,01,5,16483
20250328,11,410,0000000011,30,02,P,1,03,M,10,04,02,A01,03,3,48097
20250108,26,410,0000000009,30,03,P,1,01,M,40,04,01,A07,01,3,418193
20250328,26,110,0000000012,20,01,P,0,02,F,10,03,01,A06,03,5,272081
20250302,11,260,0000000008,20,02,C,1,03,F,40,02,01,A10,03,5,493190
20250501,11,110,0000000013,10,03,P,1,03,F,50,04,03,A03,02,4,399599
20250213,41,410,0000000013,10,03,C,1,02,M,60,02,02,A02,01,4,435188
20250411,11,110,0000000016,30,01,C,0,04,F,10,03,02,A10,01,4,422572
20250207,11,110,0000000005,40,02,P,0,03,M,30,02,01,A09,03,1,456660
20250217,11,110,0000000013,20,01,P,1,03,F,50,04,03,A07,02,1,56656
20250606,26,110,0000000008,30,01,C,0,04,M,30,02,03,A03,03,4,257872
20250620,11,260,0000000017,30,03,P,1,04,M,20,02,01,A09,03,4,475456
20250522,41,410,0000000001,30,02,P,0,01,M,10,04,03,A01,02,5,448327
20250302,26,110,0000000001,40,03,C,0,02,M,40,04,02,A07,02,1,59811
20250414,26,260,0000000006,30,02,P,1,02,F,40,01,02,A07,01,3,315041
20250315,11,110,0000000005,20,02,P,1,02,F,60,03,01,A02,02,2,435126
20250305,11,110,0000000020,30,03,P,1,02,M,30,01,01,A07,01,4,203583
20250505,26,110,0000000017,30,02,P,0,03,F,50,04,02,A10,03,3,226214
20250524,41,410,0000000004,40,01,C,1,01,M,50,03,03,A03,03,4,133997
20250628,11,410,0000000020,30,02,P,0,04,M,50,01,01,A08,03,2,224616
20250324,26,410,0000000003,40,02,C,1,01,F,60,01,01,A08,01,5,211379
20250222,26,260,0000000002,30,01,C,1,04,F,50,01,01,A07,02,1,385295
20250430,26,260,0000000020,10,02,C,0,02,M,40,04,02,A02,02,2,425164
20250120,41,260,0000000008,40,01,P,1,01,F,60,03,01,A10,02,1,84684
20250216,11,410,0000000013,10,03,C,1,04,M,10,04,02,A06,01,4,249547
20250317,26,110,0000000009,40,01,P,1,03,F,50,01,01,A07,02,3,28741
20250411,26,110,0000000001,30,03,C,0,01,F,60,03,02,A05,02,2,145271
20250214,11,260,0000000017,10,02,C,1,03,M,60,02,01,A02,03,1,296145
20250620,41,110,0000000008,40,01,C,1,02,F,10,01,01,A09,03,3,213549
20250206,41,110,0000000002,20,03,P,1,01,M,30,03,02,A08,01,1,181941
20250517,26,260,0000000012,30,02,C,0,04,F,20,03,03,A04,01,3,331458
20250421,41,260,0000000008,20,01,C,0,01,M,10,03,02,A06,01,5,121421
20250319,26,260,0000000005,30,02,P,0,04,F,50,03,03,A08,03,5,160500
20250317,41,260,0000000008,20,01,P,0,02,F,40,02,02,A01,03,5,259893
20250201,26,410,0000000005,40,01,C,1,01,F,50,01,02,A01,03,5,349933
20250117,41,410,0000000001,20,02,P,1,03,F,20,01,01,A05,03,5,453723
20250305,26,260,0000000011,30,02,C,1,04,F,30,02,01,A05,01,4,376001
20250519,26,110,0000000011,20,01,P,0,02,M,10,02,02,A05,01,4,375978
20250429,11,410,0000000009,40,03,P,0,01,F,10,04,02,A01,02,2,385371
20250505,11,110,0000000020,30,02,C,1,03,F,50,03,01,A10,02,5,61736
20250531,26,260,0000000017,20,03,C,0,02,M,60,03,01,A08,02,4,204045
20250307,41,410,0000000006,20,02,P,1,04,M,20,04,01,A09,02,1,304827
20250322,11,260,0000000010,40,02,P,0,01,F,60,03,03,A07,01,4,331146
20250513,41,410,0000000004,30,02,P,1,04,M,40,01,01,A02,01,5,30513
20250219,41,410,0000000013,40,01,P,1,01,M,50,02,02,A10,03,4,139344
20250319,11,110,0000000003,20,02,C,0,01,F,20,01,01,A07,02,4,433619
20250516,11,260,0000000011,10,02,C,0,04,M,20,03,02,A07,02,4,299293
20250424,26,110,0000000011,10,02,P,1,03,F,60,04,01,A09,02,3,460562
20250512,11,260,0000000005,40,02,C,0,04,F,30,01,02,A09,01,1,128341
20250601,11,110,0000000004,30,02,C,1,02,F,40,01,02,A09,01,4,63771
20250117,41,410,0000000012,10,02,C,1,03,F,30,03,01,A04,01,2,383215
20250216,41,110,0000000006,20,02,P,1,03,M,60,02,03,A07,01,4,331622
20250605,11,110,0000000010,30,02,P,0,02,M,20,02,01,A01,02,3,100072
20250322,41,110,0000000013,40,02,C,0,04,F,30,04,02,A05,03,2,317610
20250223,41,410,0000000016,20,03,P,0,04,F,20,01,01,A08,03,3,273331
20250411,11,110,0000000016,20,03,P,0,02,F,50,03,01,A05,03,3,396741
20250125,26,410,0000000008,20,01,P,1,02,F,10,03,01,A04,03,3,459805
20250315,41,110,0000000008,40,01,C,1,01,M,20,02,03,A02,01,4,214953
20250211,41,110,0000000011,40,01,P,1,03,F,60,03,02,A08,02,1,23458
20250115,11,410,0000000016,10,03,C,1,02,F,40,02,03,A05,03,4,351102
20250401,11,110,0000000009,40,01,P,1,01,F,30,04,01,A01,01,1,167287
20250523,11,260,0000000020,10,02,P,1,03,F,30,03,03,A02,03,2,95310
20250417,11,410,0000000018,30,03,C,1,04,F,40,01,02,A08,03,3,57101
20250205,26,110,0000000017,10,01,C,1,04,M,50,02,03,A04,02,4,27326
20250506,11,410,0000000001,40,01,P,0,03,M,50,04,02,A09,02,4,315770
20250202,41,410,0000000013,10,01,C,1,01,M,40,02,01,A08,03,5,198895
20250620,11,110,0000000015,30,02,C,0,01,M,30,02,01,A04,01,3,131435
20250319,26,110,0000000019,30,02,C,1,01,F,10,04,02,A03,01,5,112193
20250315,26,410,0000000018,20,02,P,0,02,M,30,02,01,A02,03,1,197955
20250317,11,260,0000000013,30,02,P,1,04,M,50,04,03,A03,03,5,268356
20250630,41,110,0000000020,30,03,P,0,03,F,60,01,02,A10,02,5,82265
20250110,26,260,0000000019,40,03,C,1,01,F,20,01,02,A10,01,4,332691
20250524,41,110,0000000011,10,02,P,0,01,F,50,04,03,A10,01,1,14501
20250626,11,110,0000000008,20,01,P,1,02,F,10,02,02,A02,03,2,416718
20250601,11,110,0000000009,30,02,P,1,02,M,50,01,03,A03,01,4,324676
20250501,26,110,0000000018,20,03,P,1,02,F,20,04,01,A10,02,2,218960
20250127,26,110,0000000011,30,02,P,0,03,F,20,04,01,A07,03,4,143813
20250108,26,410,0000000008,10,01,C,1,02,F,50,01,03,A08,03,4,326931
20250519,26,110,0000000016,20,02,C,1,02,F,50,01,03,A02,03,2,438533
20250111,41,110,0000000012,20,01,C,1,01,M,50,02,03,A07,01,5,496209
20250114,26,410,0000000012,10,02,P,1,03,M,20,03,02,A08,02,1,379020
20250215,11,110,0000000016,30,01,P,0,02,F,50,04,03,A10,03,2,302799
20250515,11,110,0000000003,40,01,P,0,03,F,60,04,01,A02,01,2,180464
20250401,11,110,0000000002,30,01,P,0,02,F,50,01,01,A04,01,3,469450
20250410,41,260,0000000018,30,01,C,0,04,F,20,04,03,A06,03,5,66355
20250603,11,410,0000000014,30,03,P,0,01,M,30,01,03,A05,02,2,52777
20250528,26,410,0000000009,20,02,C,1,02,M,60,04,03,A04,02,3,480207
20250226,41,410,0000000002,40,01,P,0,02,F,10,02,02,A08,01,3,17859
20250508,41,260,0000000006,20,03,C,0,03,M,50,04,03,A06,03,1,15598
20250610,26,410,0000000003,10,02,P,1,04,M,10,04,01,A06,03,5,379526
20250504,41,410,0000000016,10,02,C,1,01,M,50,04,03,A05,03,2,479576
20250119,11,410,0000000013,20,01,P,0,03,F,20,01,02,A08,01,4,143840
20250615,41,410,0000000006,40,03,C,1,01,M,40,01,01,A07,03,3,13691
20250527,11,260,0000000010,10,01,C,0,02,M,60,03,03,A09,01,2,30853
20250626,26,410,0000000008,20,01,C,0,02,M,60,04,02,A08,02,1,15327
20250404,41,110,0000000006,30,02,C,0,01,F,50,03,02,A04,01,5,329529
20250317,41,260,0000000007,30,03,P,1,01,M,20,02,02,A02,03,4,297800
20250509,26,260,0000000018,10,02,P,1,02,F,60,02,02,A02,01,5,382328
20250301,41,110,0000000005,10,03,C,1,04,F,60,01,01,A09,03,3,483828
20250609,26,260,0000000011,40,03,C,0,03,M,30,01,03,A04,02,4,314667
20250315,26,110,0000000018,40,03,P,1,01,M,20,04,03,A03,02,3,113180
20250622,26,260,0000000010,40,01,C,1,02,F,50,04,02,A02,03,5,351227
20250514,26,260,0000000003,20,03,C,1,01,F,60,02,03,A09,01,4,25080
20250203,11,110,0000000015,20,03,P,1,03,F,20,02,03,A05,02,3,344632
20250110,26,410,0000000015,40,03,C,0,01,M,10,01,01,A08,02,1,5588
20250615,41,260,0000000009,20,02,P,1,04,M,60,01,03,A07,01,4,92252
20250204,41,110,0000000016,40,01,P,1,04,F,60,04,01,A02,02,1,3950
20250427,41,110,0000000013,30,03,P,0,04,M,40,03,03,A06,03,5,100902
20250429,41,110,0000000005,10,02,C,1,02,M,40,04,01,A06,01,1,106904
20250509,26,260,0000000014,30,02,C,0,04,M,60,01,02,A10,01,1,342317
20250402,11,260,0000000005,20,02,C,1,01,M,50,03,01,A05,01,1,480107
20250306,26,410,0000000008,40,03,P,1,02,F,40,02,03,A06,03,1,285415
20250420,11,110,0000000009,20,03,C,0,03,F,10,01,01,A06,01,2,184438
20250217,11,410,0000000014,10,02,P,1,02,M,40,03,02,A03,01,1,434051
20250319,41,110,0000000011,40,03,C,0,04,F,50,04,01,A07,03,5,325878
20250412,11,410,0000000001,40,02,C,1,02,M,60,03,02,A10,02,4,16684
20250514,41,110,0000000005,20,02,P,0,03,M,10,04,03,A09,02,1,340768
20250110,26,260,0000000012,40,02,P,0,01,M,60,01,02,A08,02,4,121102
20250128,11,110,0000000009,10,02,C,0,04,F,50,03,01,A09,01,3,269636
20250112,26,110,0000000011,40,01,C,1,01,F,10,02,01,A02,02,3,183664
20250503,11,260,0000000002,40,01,P,1,02,M,10,01,01,A08,01,3,5727
20250306,41,410,0000000004,20,03,P,0,03,M,60,02,02,A04,01,4,382507
20250421,11,260,0000000020,20,01,C,1,04,F,60,01,02,A05,01,4,267937
20250407,11,410,0000000015,30,01,P,0,02,F,40,04,01,A05,01,4,110345
20250105,41,410,0000000020,10,01,P,0,04,M,50,03,02,A10,02,3,89187
20250413,26,410,0000000019,10,03,P,0,03,M,30,01,01,A06,02,5,395893
20250218,26,110,0000000006,10,01,C,1,02,M,40,03,01,A06,03,2,132406
20250517,26,110,0000000009,40,03,C,0,02,M,10,04,01,A03,01,5,416578
20250224,26,410,0000000007,40,01,P,1,03,F,20,02,02,A06,02,2,115299
20250414,41,260,0000000001,40,02,C,1,01,F,30,04,03,A05,01,3,2329
20250511,11,410,0000000018,10,01,C,1,04,F,40,04,01,A01,03,5,250266
20250106,11,110,0000000006,20,01,C,0,02,F,10,01,03,A01,01,3,382204
20250122,41,260,0000000002,20,03,P,0,03,F,10,02,01,A07,01,4,494536
20250308,11,110,0000000017,40,01,C,1,01,F,20,03,02,A06,01,4,159420
20250625,26,260,0000000016,40,01,P,0,03,M,10,04,01,A04,01,3,12658
20250221,26,110,0000000019,10,03,C,0,01,M,10,03,02,A08,02,2,355919
20250404,26,260,0000000001,20,03,P,0,01,F,60,01,02,A03,01,2,178702
20250109,11,260,0000000015,20,03,P,0,02,M,20,04,02,A04,03,5,430458
20250225,41,410,0000000013,40,03,P,1,01,M,30,02,03,A06,03,5,337071
20250603,41,110,0000000020,40,03,P,1,04,M,10,03,03,A05,02,5,342469
20250310,26,260,0000000013,20,02,P,1,03,F,60,01,03,A08,03,4,127017
20250612,41,110,0000000010,40,02,P,1,01,F,50,01,02,A07,02,5,212251
20250208,26,410,0000000005,20,03,P,1,01,F,50,01,02,A08,02,3,129363
20250412,26,410,0000000015,20,03,P,0,01,F,40,03,01,A10,03,2,397900
20250524,41,110,0000000010,10,03,C,0,03,M,20,04,02,A06,01,3,10183
20250110,26,110,0000000020,10,01,P,0,02,M,50,02,01,A01,01,1,457021
20250421,41,110,0000000020,10,02,C,0,02,F,60,02,01,A08,01,3,323981
20250122,11,260,0000000007,10,02,P,0,02,F,60,01,03,A02,02,2,424098
20250505,26,110,0000000012,20,03,P,0,02,F,40,04,01,A07,02,3,402823
20250402,11,410,0000000001,20,03,P,0,03,F,40,02,03,A02,03,1,169780
20250213,11,410,0000000010,30,01,P,1,02,F,60,02,02,A02,01,4,462332
20250413,26,110,0000000018,20,02,P,0,01,M,20,03,03,A10,01,3,75738
20250513,41,410,0000000011,20,02,C,0,02,F,50,04,03,A06,01,1,460231
20250413,26,260,0000000009,40,02,C,0,03,F,50,04,02,A04,02,1,469066
20250530,11,260,0000000009,10,03,C,0,03,M,50,02,01,A03,01,1,292788
20250515,11,110,0000000019,10,01,P,1,03,F,30,01,03,A09,01,4,234692
20250107,41,260,0000000003,20,02,P,1,01,F,40,02,01,A10,03,5,91723
20250516,11,260,0000000012,30,03,P,1,01,F,60,03,02,A09,02,3,406408
20250410,11,260,0000000018,40,01,P,0,04,M,40,04,01,A05,03,5,494334
20250112,41,110,0000000006,30,03,C,0,02,M,40,03,03,A06,01,4,33574
20250305,41,410,0000000001,30,02,P,0,02,M,50,01,03,A02,02,1,299490
20250611,11,110,0000000004,30,02,C,0,02,M,40,01,02,A06,01,2,446065
20250507,26,260,0000000003,20,03,C,1,02,F,60,04,01,A03,02,1,204456
20250227,11,110,0000000018,20,01,C,0,04,M,50,01,03,A05,01,4,262103
20250122,11,410,0000000010,30,02,P,0,01,F,30,02,03,A06,02,1,427823
20250312,11,260,0000000006,30,01,P,0,03,M,60,01,03,A09,01,5,30699
20250517,26,110,0000000013,10,02,P,1,01,M,10,02,02,A10,03,3,87842
20250426,11,110,0000000006,40,03,C,1,04,M,40,01,03,A08,01,2,260451
20250321,41,110,0000000003,20,01,C,1,01,M,30,01,01,A02,02,4,27834
20250526,41,410,0000000007,30,03,C,1,02,M,40,02,02,A06,03,3,414535
20250603,11,260,0000000011,30,02,C,1,02,M,40,03,01,A10,03,3,298615
20250309,11,410,0000000017,20,03,C,1,01,F,10,04,03,A08,01,2,337316
20250621,26,110,0000000006,10,02,P,0,04,F,10,03,01,A01,02,3,292699
20250304,41,260,0000000002,20,01,P,0,03,M,40,02,01,A04,01,4,479748
20250102,41,110,0000000002,40,02,P,0,01,M,40,02,03,A02,02,3,493015
20250220,26,260,0000000002,40,02,C,0,02,M,10,03,01,A02,02,2,199045
20250207,26,410,0000000007,30,03,C,1,02,M,10,01,03,A02,02,4,190120
20250305,41,110,0000000007,20,01,C,1,04,M,60,01,01,A08,02,5,255714
20250530,41,410,0000000002,20,02,P,0,03,M,60,01,01,A06,01,4,70521
20250502,26,260,0000000002,10,03,P,0,04,F,40,03,03,A04,03,1,51450
20250120,41,260,0000000006,30,02,P,1,04,M,40,03,02,A06,02,3,325515
20250215,26,110,0000000004,30,03,P,1,02,M,30,01,01,A07,03,2,36470
20250624,26,410,0000000011,40,03,P,0,03,M,30,01,02,A03,03,2,113622
20250227,41,110,0000000004,20,01,C,1,02,M,60,02,03,A09,01,1,281368
20250205,11,110,0000000013,10,01,P,0,03,F,50,02,03,A03,01,2,144123
20250330,41,110,0000000012,20,02,C,1,01,F,60,03,01,A09,01,2,147167
20250129,11,260,0000000011,20,03,P,1,02,M,60,04,01,A01,03,5,34651
20250630,26,410,0000000020,20,02,P,1,01,F,20,02,02,A09,02,5,428394
20250225,11,260,0000000011,30,02,C,0,02,F,60,01,01,A06,01,5,375692
20250531,41,260,0000000013,30,02,P,0,01,M,40,02,03,A02,02,3,453562
20250115,26,110,0000000012,40,02,P,0,03,F,30,03,03,A05,01,1,348797
20250208,41,110,0000000019,10,03,P,0,03,F,30,01,01,A04,02,4,354808
20250322,26,260,0000000010,40,01,C,1,01,F,30,03,03,A07,01,1,433230
20250428,41,260,0000000002,30,02,C,1,03,F,50,04,01,A06,03,3,264428
20250422,41,410,0000000017,20,02,P,0,04,F,40,02,03,A06,03,2,424105
20250228,11,110,0000000005,10,03,P,0,01,F,50,01,03,A02,03,2,249698
20250629,41,110,0000000015,10,02,C,1,03,F,60,03,03,A06,01,2,19310
20250114,41,410,0000000017,30,02,P,0,04,F,60,02,03,A09,02,3,139913
20250412,26,260,0000000012,40,01,P,1,01,F,40,03,03,A10,03,5,419324
20250102,26,410,0000000008,20,02,P,1,02,F,30,03,02,A04,02,1,236994
20250424,26,110,0000000004,40,03,C,1,01,F,40,03,02,A05,03,3,49445
20250427,41,110,0000000009,10,03,C,0,01,F,60,03,01,A09,01,3,390281
20250624,41,260,0000000013,40,02,C,1,01,M,50,03,03,A04,03,3,369554
20250614,11,260,0000000003,40,03,P,0,01,F,60,04,01,A04,03,4,358002
20250128,26,260,0000000018,10,03,C,1,03,F,10,03,02,A06,01,4,350514
20250108,26,410,0000000011,30,03,P,1,03,M,40,01,02,A03,01,2,373600
20250324,11,410,0000000018,10,01,C,1,01,F,30,02,01,A05,01,3,422985
20250323,41,260,0000000020,30,01,C,0,03,F,20,04,02,A07,03,3,370003
20250311,26,410,0000000004,20,01,P,0,03,M,50,01,01,A10,03,2,84592
20250109,41,110,0000000015,20,03,P,0,01,F,30,01,03,A01,02,3,330208
20250512,26,410,0000000003,40,03,P,1,02,M,20,04,02,A09,01,3,369593
20250418,26,410,0000000010,30,01,C,0,02,F,60,04,03,A02,03,5,83876
20250510,26,110,0000000010,20,03,P,0,04,F,60,02,02,A08,02,5,155658
20250505,41,410,0000000010,20,02,P,1,02,F,30,02,01,A09,01,4,25796
20250308,11,110,0000000014,30,01,P,1,03,M,20,01,03,A04,03,1,173989
20250204,41,110,0000000003,40,03,P,0,01,M,60,04,03,A06,02,5,211629
20250119,26,110,0000000006,20,03,P,0,04,F,50,03,03,A03,02,4,486762
20250209,26,410,0000000016,30,03,P,1,02,F,30,02,03,A07,01,2,324351
20250221,11,410,0000000005,40,01,P,1,01,M,40,02,03,A08,02,2,87608
20250526,41,260,0000000005,40,02,C,0,03,F,50,03,01,A09,01,1,220536
20250629,11,410,0000000013,10,01,P,0,03,F,30,01,01,A10,01,5,125315
20250313,41,260,0000000020,10,02,P,1,03,F,20,02,03,A03,02,5,376400
20250129,26,260,0000000017,40,03,P,1,03,F,60,03,03,A03,01,1,128879
20250503,41,260,0000000004,20,03,P,1,04,M,10,03,02,A01,03,1,120843
20250411,41,410,0000000006,40,02,C,0,01,M,60,03,03,A07,03,1,425525
20250406,26,410,0000000020,40,02,C,1,02,F,30,04,03,A02,03,2,200280
20250209,11,410,0000000010,10,02,C,1,03,M,20,04,01,A06,01,5,249461
20250428,41,410,0000000014,20,01,P,0,02,F,40,01,01,A10,03,5,403066
20250111,26,260,0000000017,10,02,P,1,01,F,50,04,03,A03,03,1,411831
20250505,41,260,0000000017,40,02,C,0,03,F,10,04,03,A01,03,3,210832
20250114,26,260,0000000014,10,01,C,1,02,F,60,02,03,A04,03,5,138827
20250226,26,110,0000000019,30,01,C,0,02,F,50,02,01,A07,01,2,107967
20250605,11,260,0000000008,10,01,C,0,04,M,30,04,02,A03,02,4,391547
20250502,41,260,0000000004,40,01,P,0,02,F,20,01,01,A03,01,4,445973
20250108,41,260,0000000003,40,03,P,0,01,M,10,04,02,A01,03,3,156113
20250430,11,110,0000000016,30,02,C,0,03,F,20,01,01,A10,03,1,349968
20250104,11,110,0000000010,30,02,P,1,02,F,30,01,02,A05,02,3,283598
20250120,26,110,0000000017,40,02,C,0,01,M,10,01,03,A09,02,3,407914
20250524,41,410,0000000006,30,02,C,1,01,M,50,03,02,A06,03,1,79401
20250508,41,110,0000000015,30,03,P,0,04,F,30,04,03,A03,02,3,17352
20250521,41,260,0000000008,30,01,C,1,02,F,40,03,01,A09,03,3,407619
20250311,26,110,0000000015,20,01,P,0,03,M,60,02,03,A04,03,3,380591
20250123,26,260,0000000005,20,03,C,0,04,M,50,04,01,A07,01,5,115361
20250303,26,410,0000000005,20,03,C,1,01,M,10,03,03,A06,03,2,156314
20250517,41,110,0000000015,20,02,P,0,02,F,20,03,03,A09,03,3,337887
20250502,11,260,0000000010,20,03,C,0,02,M,50,03,02,A01,03,1,290703
20250628,41,110,0000000009,10,03,C,1,03,M,20,01,03,A10,02,2,213240
20250309,26,260,0000000016,40,03,C,1,03,M,20,03,01,A04,02,4,463997
20250428,11,110,0000000012,20,01,C,0,04,F,40,01,01,A02,01,4,335282
20250525,11,410,0000000004,40,02,P,0,04,F,20,02,01,A08,02,5,78273
20250409,26,410,0000000006,30,02,C,0,03,M,20,03,01,A09,03,5,419322
20250620,26,260,0000000015,40,03,P,1,03,F,60,01,01,A09,03,5,30508
20250409,11,260,0000000012,30,03,C,0,02,F,40,03,03,A01,01,1,311243
20250225,11,110,0000000015,30,01,P,1,02,M,10,01,01,A05,01,4,185763
20250406,41,410,0000000013,40,02,C,0,01,F,10,02,03,A08,01,3,380513
20250211,11,410,0000000019,20,02,C,1,04,M,60,03,01,A08,01,5,377350
20250606,41,410,0000000011,10,02,P,1,03,M,50,03,02,A01,03,2,82286
20250427,41,110,0000000008,20,01,P,1,04,M,20,02,01,A09,01,4,289549
20250319,11,410,0000000009,20,03,P,0,02,M,10,04,01,A07,01,3,452122
20250310,41,260,0000000014,20,01,C,0,01,M,10,01,01,A08,02,1,492085
20250225,11,410,0000000008,40,03,C,1,04,M,40,04,01,A01,02,1,42456
20250325,41,410,0000000015,30,01,P,0,01,M,30,03,03,A03,01,5,447522
20250330,41,110,0000000001,10,03,C,0,03,M,50,04,02,A05,02,1,404548
20250113,26,410,0000000004,40,01,P,0,01,F,30,04,01,A10,03,3,52343
20250109,41,260,0000000006,40,02,C,1,02,M,40,01,03,A09,03,4,444552
20250130,26,110,0000000018,40,02,P,0,01,F,20,04,02,A08,03,4,403139
20250317,26,260,0000000011,10,03,P,0,01,M,30,02,02,A04,02,4,20541
20250125,11,410,0000000002,30,01,P,1,01,F,20,02,03,A04,01,1,341094
20250508,26,110,0000000009,20,01,C,0,02,M,60,02,03,A01,02,5,254973
20250201,41,410,0000000016,40,01,P,0,03,M,40,01,02,A07,02,2,17711
20250126,41,410,0000000020,40,02,P,0,04,F,50,01,02,A08,03,2,259202
20250423,41,260,0000000001,10,03,C,0,01,M,20,04,02,A05,03,3,74672
20250310,41,410,0000000019,20,02,C,1,04,F,20,01,03,A05,03,4,167757
20250320,26,410,0000000012,10,02,C,1,02,F,40,01,01,A02,02,2,150692
20250414,41,260,0000000020,10,01,P,0,02,F,10,02,02,A06,03,2,177276
20250621,26,110,0000000004,40,02,C,1,02,F,50,04,02,A04,03,5,41953
20250614,26,260,0000000010,40,02,C,0,04,F,50,04,03,A09,01,1,124580
20250629,11,410,0000000017,40,03,P,0,04,M,60,04,02,A08,02,5,225560
20250113,26,110,0000000016,20,01,C,0,02,M,10,02,03,A06,01,5,131114
20250520,11,110,0000000006,20,01,P,1,02,F,30,02,02,A02,01,4,184691
20250418,41,410,0000000014,40,01,P,1,03,F,30,03,03,A07,03,3,1873
20250320,41,110,0000000002,20,03,P,1,01,M,30,04,03,A09,01,5,430408
20250130,26,260,0000000005,10,01,C,0,03,M,30,03,02,A10,02,4,455649
20250408,11,410,0000000015,30,01,P,0,04,M,30,01,03,A08,01,4,229420
20250419,41,260,0000000010,40,01,C,0,03,M,10,04,02,A07,03,2,105339
20250622,11,260,0000000007,40,03,C,0,02,M,60,04,01,A01,03,2,72189
20250628,41,260,0000000004,30,02,P,1,01,F,20,04,02,A02,01,3,462387
20250119,41,110,0000000001,20,01,P,1,04,F,30,01,01,A10,02,2,83618
20250521,11,410,0000000004,10,02,P,1,01,F,50,03,01,A02,01,1,367645
20250413,11,260,0000000015,40,03,C,1,04,F,30,01,02,A10,03,5,451490
20250630,41,110,0000000009,30,02,P,1,01,M,10,04,03,A09,01,1,83562
20250607,11,110,0000000016,40,01,P,1,01,F,10,03,02,A02,03,1,406782
20250615,41,260,0000000013,10,01,P,1,03,F,30,02,02,A03,01,4,374491
20250118,41,260,0000000005,10,01,C,1,03,F,60,03,02,A01,03,1,2272
20250113,41,410,0000000007,20,01,C,0,03,F,40,01,01,A05,02,4,174071
